2021	1299	15.687
2020	1134	13.694
2019	1078	13.018
2018	813	9.818
2022	739	8.924
2017	606	7.318
2016	437	5.277
2015	311	3.756
2014	280	3.381
2013	209	2.524
2012	196	2.367
2010	156	1.884
2007	129	1.558
2011	129	1.558
2008	121	1.461
2009	111	1.340
2006	94	1.135
2005	74	0.894
2004	71	0.857
2003	54	0.652
2002	50	0.604
1999	37	0.447
2001	37	0.447
2000	35	0.423
1997	27	0.326
1998	26	0.314
1996	16	0.193
1994	5	0.060
1995	3	0.036
1993	2	0.024
1991	1	0.012
1992	1	0.012
